Entry No.,Size,Entry Date,Category,Marketing Group,Manufacturing Co.,SALE QTY,Current Stock(Unit1),Qty(Unit1),Vendor,Free Qty(Unit1),Amount,Product MRP,Product Purchase Rate
B858,  28,06/03/2024,Top-T-Shirt <,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B858,  30,06/03/2024,Top-T-Shirt <,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B858,  32,06/03/2024,Top-T-Shirt <,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B858,  34,06/03/2024,Top-T-Shirt <,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B858,  36,06/03/2024,Top-T-Shirt <,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B881,  1,07/03/2024,Frock-Hosiery <,GIRLS KIDS WEAR,Abeer Trading,1.0,1.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B881,  2,07/03/2024,Frock-Hosiery <,GIRLS KIDS WEAR,Abeer Trading,1.0,1.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B881,  3,07/03/2024,Frock-Hosiery <,GIRLS KIDS WEAR,Abeer Trading,2.0,0.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B776,  22,09/01/2024,coord set ,GIRLS KIDS WEAR,Abeer Trading,0.0,2.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B776,  24,09/01/2024,coord set ,GIRLS KIDS WEAR,Abeer Trading,0.0,2.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B776,  26,09/01/2024,coord set ,GIRLS KIDS WEAR,Abeer Trading,0.0,2.0,2.0,Abeer Trading,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  28,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  30,22/03/2024,coord set ,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  18,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  16,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  18,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  28,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  30,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  32,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  34,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  16,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  18,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  18,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  20,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  22,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-O-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  28,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  30,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  32,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  34,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  24,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  26,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  28,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  30,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  32,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,1.0,0.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B926,  34,22/03/2024,T-Shirt-C-Half <,BABA KIDS WEAR,S.R.Apparels,0.0,1.0,1.0,S.R.Apparels,0.0,0.0,0.0,0.0
B769,  28,09/01/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,2.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  30,09/01/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,2.0,3.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  36,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  38,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  40,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  36,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,0.0,1.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  38,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B802,  40,25/01/2024,Cargo<,GIRLS KIDS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  28,09/01/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  30,09/01/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,1.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B769,  32,09/01/2024,Jeans-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,0.0,1.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  28,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,2.0,0.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B853,  30,06/03/2024,Jeans-Cargo-Straight Fit<,GIRLS WEAR,Laxhmi Hosiery House,1.0,1.0,2.0,Laxhmi Hosiery House,0.0,0.0,0.0,0.0
B760,  18,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  20,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  20,05/01/2024,JEANS,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  20,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,2.0,0.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  20,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,2.0,3.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  22,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,2.0,0.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  28,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  30,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,1.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  32,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  34,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  36,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  38,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,2.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  18,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  22,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,1.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  24,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  32,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  34,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,2.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B760,  40,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  18,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,3.0,0.0,3.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  20,05/01/2024,JEANS<,BABA KIDS WEAR,UNIDENTIFIED,1.0,2.0,3.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  18,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,2.0,3.0,5.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  20,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,4.0,1.0,5.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  22,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,3.0,2.0,5.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  24,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,5.0,1.0,6.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  26,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,4.0,0.0,4.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  28,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,4.0,0.0,4.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  30,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,3.0,2.0,5.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  32,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,3.0,0.0,3.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  34,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  36,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,1.0,1.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  38,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,2.0,0.0,2.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  40,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  18,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  20,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  22,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  26,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  28,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B759,  30,05/01/2024,Cargo<,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B823,  14,19/02/2024,Capri-Denim-Cargo <,BABA KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B771,  22,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B771,  24,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B771,  26,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B771,  30,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B771,  32,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B773,  22,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B773,  24,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B773,  28,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B773,  30,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B773,  32,09/01/2024,Frock-Leggy-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  22,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  24,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  26,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  28,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  30,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B879,  32,07/03/2024,Middy Frock,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  22,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  24,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  26,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  28,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  30,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  32,07/03/2024,Capri-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  22,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  24,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  26,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  28,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  30,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  32,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  34,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  36,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  38,09/01/2024,Leggy-Set+Jacket <>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  22,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  24,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  26,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  28,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  30,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  32,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  34,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  36,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B772,  38,09/01/2024,Plazo-Set<>,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  22,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  24,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  26,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  28,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  30,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  32,07/03/2024,T.P.H-Pant,GIRLS KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B936,  38,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  40,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  42,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  38,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  40,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  42,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  38,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  40,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  42,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B936,  38,27/03/2024,T-Shirt-C-Half <,GENTS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
