Entry No.,Size,Entry Date,Category,Marketing Group,Manufacturing Co.,SALE QTY,Current Stock(Unit1),Qty(Unit1),Vendor,Free Qty(Unit1),Amount,Product MRP,Product Purchase Rate
B799,  16,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  18,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  16,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  16,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  18,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  20,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  22,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  24,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  16,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  18,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  20,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  22,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  24,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  16,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  18,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  16,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  18,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  16,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  18,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  20,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  22,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  24,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  16,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  18,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  16,09/03/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  18,09/03/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  20,09/03/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  22,09/03/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  24,09/03/2024,Frock<>,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  16,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  18,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  20,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  22,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  24,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  16,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  18,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  20,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  22,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  24,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  16,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  20,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  22,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B799,  24,23/01/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B887,  16,10/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B887,  18,10/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B887,  20,10/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B887,  22,10/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B887,  24,10/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  16,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  18,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  20,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  22,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B830,  24,24/02/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  16,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  18,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  20,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  22,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  24,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  16,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  18,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  20,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  22,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  24,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  16,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  18,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  20,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B886,  22,09/03/2024,Frock<,GIRLS KIDS WEAR,UNIDENTIFIED,0.0,1.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B883,  18,07/03/2024,Suit-Full-Denim <,BABA KIDS WEAR,UNIDENTIFIED,1.0,0.0,1.0,UNIDENTIFIED,0.0,0.0,0.0,0.0
B775,  16,09/01/2024,Suit+Jacket <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B775,  18,09/01/2024,Suit+Jacket <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B775,  20,09/01/2024,Suit+Jacket <,BABA KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B876,  16,07/03/2024,Suit-Gallis-Half <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B876,  18,07/03/2024,Suit-Gallis-Half <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B876,  20,07/03/2024,Suit-Gallis-Half <,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  16,07/03/2024,Suit-H-Jacket ,BABA KIDS WEAR,Abeer Trading,0.0,1.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  18,07/03/2024,Suit-H-Jacket ,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B872,  20,07/03/2024,Suit-H-Jacket ,BABA KIDS WEAR,Abeer Trading,1.0,0.0,1.0,Abeer Trading,0.0,0.0,0.0,0.0
B903,  12,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  14,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  16,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  18,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  20,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  22,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  24,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  26,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  12,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  14,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  16,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  18,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  20,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  22,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  24,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  26,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  12,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  14,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  16,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  18,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  20,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,1.0,0.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  22,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  24,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B903,  26,15/03/2024,Night-Suit-F<,BABA KIDS WEAR,Gohil Hosiery,0.0,1.0,1.0,Gohil Hosiery,0.0,0.0,0.0,0.0
B816,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B816,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  16,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  18,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,1.0,0.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B818,  20,16/02/2024,Suit-Full-Denim <,BABA KIDS WEAR,Asha Marketing Co.,0.0,1.0,1.0,Asha Marketing Co.,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,1.0,0.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,1.0,0.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  36,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  38,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B848,  40,02/03/2024,Shorts-Denim <,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  24,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  26,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  28,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  30,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  24,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,1.0,0.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
B846,  26,02/03/2024,Jeans-Cargo-Straight Fit<,GIRLS KIDS WEAR,Monday Jeans LLP Tronica City,0.0,1.0,1.0,Monday Jeans LLP Tronica City,0.0,0.0,0.0,0.0
